"EventDate","CaclEventStartTime2","CalcEventEndTime2","CalcEventType","EventTitleName","EventLocation","EventDescription","Latitude","Longitude"
"April 8, 2011",19:15:00,21:00:00,"S","Dinner with the Women's Soccer Team","Student Center (W20), Steps","Come join the Women's Soccer team for dinner. Get to know all the current players and meet other 2015's interested in playing soccer next fall. Meet at the steps in front of the student center at 7:15pm!!!",,
"April 8, 2011",19:19:00,19:49:00,"G","Maghrib Prayer","Religious Activities Center (W11), 1st Floor, Musallah","Come pray with other MIT Muslims.",,
"April 8, 2011",19:22:00,20:22:00,"F","Liquid Nitrogen Spice Cream","TPC Systems, 253 Commonwealth Ave., Boston","Help us distill the capsaicin that makes food hot, and then combine it with the coolest dessert around.",,
"April 8, 2011",19:30:00,20:15:00,"F","Bubble Tea","pika, 69 Chestnut St., Cambridge","A delicious beverage featuring sweet, chewy bubbles. Personalize your beverage with different syrups and flavorings. Follow the orange flags from Simmons (W79) to pika.","42.35638746485392","-71.10836505889893"
"April 8, 2011",19:30:00,20:30:00,"F","Dinner at DU","Delta Upsilon, 526 Beacon St., Boston","Come enjoy a dinner prepared by our very own Chef Edilson. Born in the Amazon, a lost tribe taught Edilson to grill perfect steaks. Be a part of our long standing tradition, and join the brothers of DU for dinner.","42.350581","-71.09085"
"April 8, 2011",19:30:00,21:30:00,"D","Tournaments Galore!","New House (W70)","Like games? Love food & prizes? We have everything from Bananagrams and hot sauce eating to MarioKart so you can assert your dominance over your fellow prefrosh, and maybe even some New House experts.","42.35493261033142","-71.10083341598511"
"April 8, 2011",19:30:00,21:30:00,"D","DIY Electronics Seminar","Meet in East Campus (62), Talbot Lounge","Is your love life not what it could be? If so, we have just the cure: fixing that special someone's analog radio! Learn the old ways of electronics and see what it really means to be cool.","42.36016120841583","-71.08861327171326"
"April 8, 2011",19:45:00,22:00:00,"RDP","Next Act Presents ""The Scarlet Pimpernel""","Next House (W71), Tastefully Furnished Lounge","Next Act presents an exciting tale about adventure, romance, and intrigue. Percy, a rich noble of England and an apparent fop, becomes a hero for France (known only as the Scarlet Pimpernel) during the French Revolution, by saving anyone he can from Madame Guillotine. Remember, you better go before the show, because there often is a line! Tickets are FREE and will be available at the door.","42.35454807912188","-71.10214233398438"
"April 8, 2011",20:00:00,"?","D","Bouncy Ball Drop","Senior House (E2), Courtyard","Do you know what hundreds of bouncy balls falling from the sky look like? You don't? Really? We can fix that.","42.36006607480819","-71.08673572540283"
"April 8, 2011",20:00:00,00:00:00,"D","Simmons Movie Theater Mania","Simmons Hall (W79), Multi-purpose Room","Action. Comedy. Crime. Drama. Fantasy. Horror. Mystery. Romance. Pick a genre, choose the movie and we’ll play it in our movie theater on a 10-FOOT SCREEN with BOSE SURROUND SOUND! And of course there will be plenty of movie snacks.","42.35700586692967","-71.1014986038208"
"April 8, 2011",20:00:00,00:00:00,"F","ZBT Dessert Night","Zeta Beta Tau, 58 Manchester Rd., Brookline","Enjoy desserts made by our pastry chef, Karen. Accompanied with Karaoke, Pecha Kucha, and games. Call Rick for Rides (617-232-3257).","42.348808","-71.124008"
"April 8, 2011",20:00:00,21:00:00,"P","Insider's Guide to Baker!","Baker House (W7), Dining Hall","Gain insight into what it's like to live in Baker House and mingle with our very own Housemasters. Dessert and coffee will be served.","42.356763","-71.095785"
"April 8, 2011",20:00:00,21:00:00,"GO","MSA Dessert Social","McCormick Hall (W4), Private Dining Room","Mingle with members of the MIT Muslim Students' Association while munching on tasty treats.",,
"April 8, 2011",20:00:00,21:00:00,"D","Insider's Guide to Baker!","Baker House (W7), Upper Baker Dining","Want to know what it's like to live in Baker? Come enjoy delicious desserts and meet the kids that make Baker one of the most social dorms on campus!","42.356752164250146","-71.09579086303711"
"April 8, 2011",20:00:00,21:30:00,"RPO","La Ronde: Let's Get it On","Kresge Auditorium (W16), Little Theater","It's time to head to the beach! Come see “La Ronde: Let's Get it On,” directed by Anna Kohler, adapted from the play by Arthur Schnitzler. Admission is free for pre-frosh and half price for parents.","42.3581158041097","-71.09503984451294"
"April 8, 2011",20:00:00,22:00:00,"OM","Nigerian Students Association Movie Night","McCormick Hall (W4), East Penthouse","Hilarious Nigerian movies with authentic Nigerian snacks, like meat pies and puff puffs! And, of course, the awesome Nigerian students on campus!","42.35716443058422","-71.09431028366089"
"April 8, 2011",20:00:00,22:00:00,"FO","Fryday with the Pikes","Burton-Connor House (W51), Room 241 and Adjacent Lounge","Eat fried food with the brothers of Pi Kappa Alpha on Fryday! All are welcome!",,
"April 8, 2011",20:00:00,22:00:00,"D","Kitchen Culture at MIT","Meet in East Campus (62), Talbot Lounge","MIT is home to hundreds of undergrads who love to cook for themselves. Come learn how awesome it is to cook your own food here as we prepare you food and show you what other fun can be had in the kitchen.","42.360192919586375","-71.08867764472961"
"April 8, 2011",20:00:00,22:30:00,"O","“Good Will Hunting”","Room 26-100","Come watch ""Good Will Hunting"", an MIT classic, in 26-100 (free for all prefrosh!).",,
"April 8, 2011",20:00:00,23:00:00,"D","Late Night Capture the Flag","Barry Astroturf Field (in between Du Pont tennis courts and Henry Steinbrenner Track)","We're in your base, capturing your flag! Defend your honor in this age-old test of strength and valor! And did we mention glowsticks? Meet at Burton-Conner desk or join us out on the Astroturf!","42.35723578409827","-71.09671354293823"
"April 8, 2011",20:15:00,"?","F","Not Coffee Not Lecture","Epsilon Theta, 259 St. Paul St., Brookline","Come eat cake; whether it's shaped like e. coli or a paramecium is immaterial. Meanwhile, you will not learn anything. Meet us at Lobby 7 to catch our Big Silver Van to Epsilon Theta.",,"Meet us at Lobby 7 to catch our Big Silver Van to Epsilon Theta."
"April 8, 2011",20:15:00,21:45:00,"F","DDR STEPMANIA KARAOKE MADNESS","pika, 69 Chestnut St., Cambridge","Probably not too much madness. Follow the orange flags from Simmons(W79) to pika.",,
"April 8, 2011",20:17:00,21:17:00,"D","ntris friends","Random Hall (NW61)","Think you're good at Tetris? Take your skills to the limit with ntris! Check out ntris.mit.edu for a preview.","42.362035","-71.098074"
"April 8, 2011",20:22:00,12:22:00,"F","Build A USB-Powered Anything!","TPC Systems, 253 Commonwealth Ave., Boston","Come to TPC and learn to build a USB powered anything! Never soldered before? We'll teach you! Strike while our irons are hot. Stretch 5 volts and 1000 mA as far as they'll go! Need a ride? Call 615-414-6224.",,
"April 8, 2011",20:30:00,22:00:00,"*O","Meet the Bloggers!","Student Center (W20), 2nd Floor, Lobdell Dining Hall","Come meet the people behind the posts -- the mitadmissions.org bloggers. The current student bloggers will be there -- luminaries like Chris M. and Chris S., Elijah, Alina, Cydnie, Yan, Rachel, Becca, Elizabeth, Hamsika, Cam, Jenny, Emad, Kate, Natanya, and Anna -- as well as the admissions staff bloggers, including Matt McGann, Kris Guay, Chris Peterson, Kim Hunter, Mikey Yang, and Quinton McArthur. As is the tradition, root beer floats will be served. ",,
"April 8, 2011",20:30:00,22:00:00,"F","Waffle House","Nu Delta, 460 Beacon St., Boston","iHop doesn’t even come close. Real men cook, and the brothers of Nu Delta do so in abundance. We’ll be serving waffles that will leave you well-prepared for the night ahead.","42.35142417138238","-71.08811974525452"
"April 8, 2011",20:30:00,22:30:00,,"LMC Open Jam Session","Student Center (W20), 3rd Floor, Coffeehouse","The MIT Live Music Connection (LMC), dedicated to promoting musicianship across campus, invites you to jam with us and your fellow prefrosh! We provide the equipment and you provide the music! All skill levels welcome!",,
"April 8, 2011",20:40:00,21:10:00,"G","Isha Prayer","Religious Activities Center (W11), 1st Floor, Musallah","Come pray with other MIT Muslims.",,
"April 8, 2011",20:47:00,21:47:00,"D","Cocoa 'n Biology","Random Hall (NW61)","Sip cocoa, munch cookies and discuss the future of biology with Random residents - including systems biology, biophysics and synthetic biology - as well as more traditional approaches. Warning: features computer scientists, physicists and mathematicians as well as biology majors!","42.362035","-71.098074"
"April 8, 2011",21:00:00,22:00:00,"F","Chips and Salsa ","Theta Delta Chi, 372 Memorial Dr., Cambridge","We got the chips. You can bring the salsa. Bring your two left feet and get ready to learn some salsa steps from the experts at TDC.","42.356355751762926","-71.09648287296295"
"April 8, 2011",21:00:00,23:00:00,"D","Love Poems","Senior House (E2)","Even at MIT, we are connoisseurs of fine literature. Join us in reading great classics of yesteryear such as Amores by Ovid and Leaves of Grass by Walt Whitman [insert other famous semi/erotic poets]. ","42.360002652323054","-71.08688592910767"
"April 8, 2011",21:00:00,23:30:00,"F","Smoothie Time","Theta Xi, 64 Bay State Rd., Boston","What time is it? Smoothie Time. Let us serve you your favorite drinks while you munch away on your favorite cookies. ","42.349763","-71.095896"
"April 8, 2011",21:22:00,21:22:00,"F","Layzor Light Show","TPC Systems, 253 Commonwealth Ave., Boston","Come see the world famous layzor Leitshow!  It's' cued to any music you put in it, with 22 different lights duct-taped to 22 different IP addresses!",,
"April 8, 2011",21:22:00,22:22:00,"F","Exclamation Points!!!!!!!!!!!","TPC Systems, 253 Commonwealth Ave., Boston","!!!!!!!!(!!!!!!!!!!(!!!)(!!)) !! ! ! ! !",,
"April 8, 2011",21:30:00,00:00:00,"D","Bananagrams and Banana Bread","Phoenix Group (NW35)","Come play a fun and fast word game while munching warm banana deliciousness!","42.35851220549432","-71.10156297683716"
"April 8, 2011",21:30:00,01:00:00,"D","Proprietary Game Night","New House (W70), House 3, 3rd Floor Lounge","Dominion (Base, Intrigue, Seaside, Prosperity) Settlers of Catan Carcassone Apples to Apples Bananagrams Set Catchphrase 3D Twister Innovation Space Alert Quiddler Xactika Five Crowns Pentago Blokus Anomia Bang Rock Band!!","42.3550317159319","-71.10052764415741"
"April 8, 2011",21:30:00,01:00:00,"F","Down To Funk Concert and Electronic Rave","Beta Theta Pi, 119 Bay State Rd., Boston","Our very own dance/funk/awesome band Down To Funk and multiple DJs are playing in our stage room, it'll be one awesome concert, come listen/rock/trance out.","42.35031808053406","-71.09845697879791"
"April 8, 2011",21:30:00,02:00:00,"F","The PSK Grand Casino","Phi Sigma Kappa, 487 Commonwealth Ave., Boston","Don your sunglasses. Sit down with the pros. Compete for prizes. A chip and a chair will be provided to all worthy contenders. 3rd stop Saferide Boston East.","42.349264","-71.094216"
"April 8, 2011",21:30:00,23:30:00,"O","Capture The Flag... In the Infinite Tunnels!","Meet in Lobby 10","Come check out the best use of the tunnels underneath the academic buildings... An awesome round of Capture the Flag! Come to Lobby 10 between 9:30-11:30 to get put on a team! Sponsored by Campus Crusade for Christ.",,
"April 8, 2011",21:55:00,01:00:00,"F","TDC's GLOW","Theta Delta Chi, 372 Memorial Dr., Cambridge","Interested in what the night life at MIT looks like? Come to TDC and we’ll show you what it’s like. We have the music, we have the lights, and now all we need is you!!! GLOWSTICKS! GLOWSTICKS! GLOWSTICKS!","42.356355751762926","-71.09648287296295"
"April 8, 2011",22:00:00,00:30:00,"F","ADPhi Late Night Ultimate Frisbee","Brigg's Field D (between Simmons, W79 and MacGregor, W61)","Chill out with the brothers of ADPhi, as we toss light-up frisbees and run all over Brigg’s field! The fun and havoc begins Friday night. SAFETY PLAN PENDING-MAY NEED TO REMOVE!!!!","42.356657025481255","-71.09943866729736"
"April 8, 2011",22:00:00,01:00:00,"OM","LUChA Late-Night Lock-In","LCC Lounge (basement of the Student Center, W20)","Come join La Union Chicana por Aztlan (LUChA), MIT's Mexican-American cultural society, for a fun night of karaoke, games, dancing, and getting to know the LUChA familia!",,
"April 8, 2011",22:00:00,01:00:00,"F","Digital Game Night","Theta Xi, 64 Bay State Rd., Boston","Welcome to The Grid. Drop by to play consoles ranging from the Wii and Game Cube to the classic N64. If the computer is your specialty, we’ll be playing Starcraft II as well.","42.349763","-71.095896"
"April 8, 2011",22:00:00,02:00:00,"F","Beach Party","Phi Kappa Theta, 229 Commonwealth Ave., Boston","Rain or shine, Phi Kappa Theta's Beach Party is open with a rockin' dance floor and the freshest tropical drinks. Get a ride from the PKT Van, leaving the Saferide stop every 15 minutes.","42.351158","-71.082251"
"April 8, 2011",22:00:00,02:00:00,"F","ND Lounging ","Nu Delta, 460 Beacon St., Boston","Not partying tonight? Waiting for the party at Nu Delta tomorrow? Then come meet and chill with the brothers tonight at the house. There will be delicious enough chicken wings, good music, games, and more to go round. ","42.35145985140826","-71.08811438083649"
"April 8, 2011",22:00:00,02:00:00,"F","Pompeii Party","Phi Kappa Sigma, 530 Beacon St., Boston","Geologist Randy Marsh predicts Mount Skullcano is going to erupt at 530 Beacon St at approximately 10pm on Friday, April 8th. Be there for the chaos, bring an umbrella.","42.350578","-71.090941"
"April 8, 2011",22:00:00,03:00:00,"F","The 3 P's: Pizza, Poker, Pool","Sigma Phi Epsilon, 518 Beacon St. (Big Red Door), Boston","Put on your poker face. Win cool prizes, eat delicious pizza, and test your pool skillz. By the way, no counting cards!","42.350727415706366","-71.09052702784538"
"April 8, 2011",22:06:00,01:06:00,"F","Rave @ No.6","Delta Psi (Number Six Club), 428 Memorial Dr., Cambridge","Awesome tunes and cool beats will fill our second floor as we dance the night away in a crazy rave. Discover the social side of MIT.","42.355658059712006","-71.09877347946167"
"April 8, 2011",22:17:00,00:17:00,"D","Board Games","Random Hall (NW61)","Come embrace your Descent into the Dominion of Rallying Robots. Then incite a Revolution among the Settlers by telling them of the Betrayal of their Cities and Knights by the evil overlords.","42.362035","-71.098074"
"April 8, 2011",22:22:00,22:44:00,"F","Learn how to digest air","TPC Systems, 253 Commonwealth Ave., Boston","Develop your potential for Total Air Metabolism, and no matter what your skill level, we guarantee satisfaction.  Must be at least 2.2 to play. Call 615-414-6224.   ",,
"April 8, 2011",22:30:00,01:00:00,"D","REVERB - Party at Next","Next House (W71), Basement","You better be ready - Next House is throwing a party with the lights you saw at 4 PM! Experience first hand MIT culture, innovation, and craziness as you dance to all the latest beats!","42.354643221083485","-71.10220670700073"
"April 8, 2011",22:44:00,23:44:00,"F","Worst. Video game. Ever.","TPC Systems, 253 Commonwealth Ave., Boston","Which will make you stab your eyes out first: 2003's ""Big Rigs: Over the Road Racing"", or 2009's best-seller ""Stalin vs. Martians?"" Find out, @TPC, with our own truly expert gamer.",,
"April 8, 2011",23:00:00,"?","D","3WAR Movie Night at Senior Haus","Senior House (E2), Basement","Come watch some movies that could be thought-provoking--if you're the right kind of person. Titles to include “Teeth,” “American Psycho,” and “Hard Candy.”","42.35992337412665","-71.08697175979614"
"April 8, 2011",23:00:00,01:00:00,"D","Late-night Text Twist","New House (W70), French House (House 6), 5th Floor TV Lounge","Think text-twist is fun during the day? Try them after you haven't slept for 48 hours...","42.35505550125277","-71.1011552810669"
"April 8, 2011",23:00:00,01:00:00,"D","FOODS!! (Breakfast)","New House (W70), House 6, 2nd Floor, German House Lounge","Hungry? About to pass out from INTENSE MIT FUN?!? Come to German House and indulge in German pancakes, bacon, eggs and everything else! Yes, indulge. It ll be delicious. Like, super delicious! GERMANLY DELICIOUS! DAS FREUT MICH!!!!!","42.35503964437319","-71.10109090805054"
"April 8, 2011",23:00:00,23:59:00,"D","Cocoa!","Meet in East Campus Courtyard (between Buildings 62 and 64)","Join the Fourth East hall of East Campus for their nightly cocoa tradition. If you come to MIT, you could do this every night!","42.36027219744272","-71.08842015266418"
"April 8, 2011",23:30:00,01:00:00,"F","The Original Midnight Buffet","Kappa Sigma, 407 Memorial Dr., Cambridge","Not thinking about calling it a night, were you? Drop by the Kappa Sig stoop instead for some fried food and other snacks. Or maybe some pick-up basketball or that last game of Dance Central. ","42.35618132947636","-71.09740018844604"
"April 8, 2011",23:59:00,01:30:00,"F","Late Night Snacks at Pilam","Pi Lambda Phi, 450 Beacon St., Boston","Done Partying? Need to refuel? Stop by Pi Lambda Phi for some pizza and root beer floats.","42.35163825123382","-71.08739018440247"
"April 8, 2011",23:59:00,02:00:00,"F","Midnight Snack & Cartoons on the Roof Deck","Theta Chi, 528 Beacon St., Boston","Theta Chi's nightly tradition is back! Stop by our house and chill with the brothers to enjoy more of the finger-lickin' snacks you love, and enjoy your favorite cartoons like Archer and Family Guy projected atop our new roof deck.","42.350553","-71.090956"
"April 8, 2011",23:59:00,02:00:00,"D","ULTIMATE GLOW-IN-THE-DARK FRISBEE","Meet at Student Center Steps (W20)","It doesn't matter that the lights are out! We'll provide the white shirts and the glow-in-the-dark paint, and you play a crazy game of ultimate frisbee. Meet us on the steps of the student center at 11:59pm on Friday night.","42.358849144705125","-71.09462678432465"
"April 9, 2011",00:00:00,02:00:00,"FO","Watch “Rocky Horror Picture Show” with the Pikes","Room 4-237","Come watch an all-time classic, “Rocky Horror Picture Show,” with the brothers of Pi Kappa Alpha! All are welcome.",,
"April 9, 2011",00:00:00,04:00:00,"D","3WAR Movie Night, continued","Senior House (E2), Basement","Come watch some movies that could be thought-provoking--if you're the right kind of person. Titles to include “Teeth,” “American Psycho,” and “Hard Candy.”","42.35995508541722","-71.08699321746826"
"April 9, 2011",00:00:00,06:00:00,"D","Zombie Movie Marathon","Burton-Conner House (W51), TV Lounge","BRAAAAAAAINS! Come help us fight off wave after wave of the infected. Or just nom on some delicious snacks.","42.35592762346806","-71.09789371490479"
"April 9, 2011",00:17:00,02:17:00,"D","“Primer”","Random Hall (NW61)","Watch the all time best time-traveling engineers movie: PRIMER! Have your mind twisted and turned until you barely remember which door you entered through. Eat popcorn, watch a cool movie (about engineers!) and discuss the many twisted time lines.","42.362035","-71.098074"
"April 9, 2011",01:00:00,03:00:00,"F","Infinite Crepes","Alpha Delta Phi, 351 Massachusetts Ave., Cambridge","Come join ADPhi for our famous Infinite Crepes! With plenty of toppings and plenty of crepes to satisfy your post-midnight hunger, you surely won't be disappointed. *Note: While supplies last.","42.36283281840958","-71.09902560710907"
"April 9, 2011",01:00:00,03:00:00,"D","Late Night Pancakes at Next!","Next House (W71), Basement","Afterparty with pancakes and syrup - all night long.  Enough said.","42.3545797931251","-71.10212087631226"
"April 9, 2011",01:00:00,03:00:00,"F","Steak and Shake","Phi Kappa Sigma, 530 Beacon St., Boston","It s never too late for an obscene amount of protein and sugar. Drop by Skullhouse for your last meal of the night, hot off the grill, icy cold from the blender.","42.350578","-71.090941"
"April 9, 2011",01:30:00,04:00:00,"F","MSTXI","Theta Xi, 64 Bay State Rd., Boston","Mystery Science Theater: Theta Xi Style. Post-party? No party? Doesn't matter. Join us for snarking at bad movies, bad dubs, and bad subs.","42.349763","-71.095896"
"April 9, 2011",02:00:00,03:00:00,"F","Vermonster Challenge","Sigma Phi Epsilon, 518 Beacon St. (Big Red Door), Boston","Imagine all the ice cream you could ever eat, smothered in Oreos, M&Ms, sprinkles and more. That is a Vermonster, and we need your help to defeat it.","42.350744264796774","-71.09056323766708"
"April 9, 2011",02:00:00,04:00:00,"F","After Party","Phi Sigma Kappa, 487 Commonwealth Ave., Boston","Revitalize with energy drinks, pizza rolls, bagel bites, and other munchies after a night of partying.","42.349264","-71.094216"
"April 9, 2011",02:00:00,04:00:00,"F","After Midnight Delight","Nu Delta, 460 Beacon St., Boston","All partied out tonight? Looking for some something to eat? Stop by Nu Delta on your way home to close out the night with a delicious meal. ","42.35153914028214","-71.087846159935"
"April 9, 2011",02:47:00,04:17:00,"D","RHOP","Random Hall (NW61)","Everything is more interesting in the early hours of the morn! Even pancakes. ","42.362035","-71.098074"
"April 9, 2011",03:00:00,04:00:00,"D","Sevlev Snacking","Meet in the East Campus (E62), Talbot Lounge","Join us at East Campus as we gorge on snacks from Seven Eleven, the glorious 24-hour source of calories that fuels our long, long nights.","42.36013742502741","-71.0886561870575"
"April 9, 2011",08:00:00,10:00:00,"D","Breakfast at New House - Part 2","New House (W70), Arcade","We have pancakes, bacon, waffles, bacon, eggs, bacon, smoothies, bacon, juice, bacon - did we mention BACON?!","42.355261640323185","-71.10035061836243"
"April 9, 2011",08:00:00,11:00:00,"F","ZBT Breakfast of Champions","Zeta Beta Tau, 58 Manchester Rd., Brookline","Start your day off right with a breakfast meal of your choosing. Eggs, pancakes, french toast, bacon strips, and bacon strips, and bacon strips, what up sausage? And the ZBT classic, a McZBT. Call Rick for Rides (617-232-3257).","42.348808","-71.124008"
"April 9, 2011",08:30:00,10:00:00,"*P","Insights for Parents by Parents","Room 10-250","A panel of current MIT parents will be on hand to share their insights and answer your questions. Sponsored by the MIT Parents Association. Coffee will be served.","42.359550765263656","-71.09192848205566"
"April 9, 2011",08:30:00,10:30:00,"GO","MIT-IV Waffles and Games","McCormick Hall (W4), Country Kitchen","MIT InterVarsity Christian Fellowship will be enjoying homemade waffles with an assortment of exciting toppings, including ice cream and fruit. We'll also have lots of board games from catch phrase to the perennial favorite Bang! Have breakfast and hang with us!","42.35713271788533","-71.09413862228394"
"April 9, 2011",09:00:00,11:00:00,"F","Fraternal House of Pancakes","Phi Sigma Kappa, 487 Commonwealth Ave., Boston","Ready to conquer mountains of fluffy pancakes and piles of crispy bacon? Prepare yourself for the breakfast of a lifetime. 3rd stop Saferide Boston East.","42.349264","-71.094216"
"April 9, 2011",09:00:00,11:00:00,"F","Breakfast of Champions","Nu Delta, 460 Beacon St., Boston","THE BREAKFAST will be served. Expect an exquisite breakfast that will have you satisfied all the way up to Nu Delta's NDurance party tonight.","42.351511389187664","-71.08784079551697"
"April 9, 2011",09:00:00,11:00:00,"D","Waffles and TV","Burton-Conner House (W51)","Blueberry waffles, strawberry waffles, banana waffles, chocolate chip waffles, pumpkin waffles - you name it, we'll have it. But, there will be no plain waffles. None. (Unless you really want one.) ","42.355816626767364","-71.09808683395386"
"April 9, 2011",09:00:00,17:00:00,"*P","Student Financial Services Open House","Room 11-120","For general questions regarding our financial aid program, loans, student employment, and/or billing, please visit the Student Services Center in 11-120. Staff will also be available to answer individual questions about your financial aid application or award.","42.359507161954426","-71.09275996685028"
"April 9, 2011",09:00:00,20:00:00,"*P","CPW Help Desk","Student Center (W20), 2nd Floor, La Sala de Puerto Rico"," ","42.359083","-71.094761"
"April 9, 2011",09:30:00,12:00:00,"F","Breakfast","pika, 69 Chestnut St., Cambridge","Pancakes, fruit, oatmeal, and more! There will be vegan and carnivorous options. ","42.356371608310404","-71.10842943191528"
"April 9, 2011",09:47:00,11:47:00,"D","Breakfast at J. Arthur's","Random Hall (NW61)","Let set S ={pancakes, bread, nutella, peanut butter, jam, tea, banana, apple, pear, pancakes}. You will eat to choose an element of the power set of set S to eat for breakfast (i.e. you will get to eat any or all of the foods listed). ","42.362035","-71.098074"
"April 9, 2011",09:55:00,"?","F","Electronic Arts and Crafts","Epsilon Theta, 259 St. Paul St., Brookline","Who cares about its I-V characteristic? It's made of wire! Make modern art, sculptures, jewelry, or whatever you like out of electronic components. Bonus points if it's functional *and* pretty. Meet us at Lobby 7 to catch our Big Silver Van to Epsilon Theta.",,"Meet us at Lobby 7 to catch our Big Silver Van to Epsilon Theta."
"April 9, 2011",10:00:00,10:30:00,"*P","How to Help Students Have A Healthy First Year","Room 10-250","What do you need to know before your son or daughter goes off to college to help them have a healthy first year? Join staff from the MIT Medical Community Wellness group to learn resources, tips, and strategies that help students start healthy and stay healthy during college. ",,
"April 9, 2011",10:00:00,11:00:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 9, 2011",10:00:00,11:00:00,"*AP","Freshman/Alumni Summer Internship Program (F/ASIP) Panel","Room 6-120","Learn more about this seminar, which provides freshmen with career development training, the cultivation of professional skills, and the opportunity to gain professional experience with an MIT alumni mentor. Information sessions will include an overview of the program, a student panel of former F/ASIP students, and a Q&A session.","42.35963797179134","-71.0905122756958"
"April 9, 2011",10:00:00,11:00:00,"S","Brunch for Field Hockey players and Parents","Zesiger Center (W35), Media Room (Room 199)","Join field hockey players and coaches for a light brunch!","42.35869454929155","-71.09554409980774"
"April 9, 2011",10:00:00,11:00:00,"GO","Scavenger Hunt with the MSA","Meet at Religious Activities Center (W11), Musallah","Join MIT Muslims on a scavenger hunt of epic proportions! Gather clues and race to the end while getting to know the MIT campus!",,
"April 9, 2011",10:00:00,11:30:00,"*PM","Minority Women's Brunch","Student Center (W20), 4th Floor, Room 491","The Office of Admissions invites admitted women and their families to join us for great food and better company. Guest speakers and current students will share their experiences as women of color at the Institute.","42.3589720279677","-71.09534025192261"
"April 9, 2011",10:00:00,12:00:00,"F","Chicken and Waffles Breakfast at Phi Delts","Phi Delta Theta, 97 Bay State Rd., Boston","After a crazy night out, come recover with a unique Phi Delts breakfast: waffles, whipped cream, fruit and - of course - chicken. ","42.350334","-71.097379"
"April 9, 2011",10:00:00,12:00:00,"DP","Ice Cream and German House Tours","New House (W70), House 6, 2nd Floor, German House Lounge","Enjoy delicious ice cream as we take you on a tour of German House. See our spacious singles, learn about our cooking system, and see why it’s awesome to live in a cultural house at New House.","42.35511892873107","-71.10120892524719"
"April 9, 2011",10:00:00,12:00:00,"O","Brunchy Breakfast Boasting of Brilliant Baking and Benevolent Beings","Baker Hall (W7), Dining Hall","Piles of pancakes. Jugs of juice. Collection of crepes. Batches of bacon. Endless eggs. Mountains of muffins. Copious cups of coffee. Stacks of sausage. You get the idea. Breakfast! Sponsored by Campus Crusade for Christ. ",,
"April 9, 2011",10:00:00,12:30:00,"PO","LBGT Family and Friends Brunch","Rainbow Lounge (Room 50-005)","Bring the 'rents and your buddies to tour the Rainbow Lounge, grab some yummy homemade waffles, and learn all about LBGT events, community, and services at MIT. Students, faculty, staff, alumni, parents, families, and friends are encouraged to attend! If you think this includes you, or the topics (or waffles!) interest you, swing by: all friendly faces are welcome!","42.35930500076174","-71.08825922012329"
"April 9, 2011",10:00:00,13:00:00,"D","How to Destroy/Fix a House","East Campus (62), Talbot Lounge","After building his new house yesterday, James is ready to take out some frustration on it. Vent your anger with him, then stick around and perform some repairs on it to bring it back up to code.","42.360192919586375","-71.08869910240173"
"April 9, 2011",10:00:00,13:00:00,"F","Late Brunch Buffet","Phi Kappa Sigma, 530 Beacon St., Boston","Breakfast is the most important meal of the day. You slept through it. Don’t worry, the brothers of Skullhouse got you covered (we slept through it too). Drop by for omelets, made to order, and pancakes as big as your head.","42.350578","-71.090941"
"April 9, 2011",10:00:00,14:00:00,"DP","Tours of East Campus","Meet in East Campus (62), Talbot Lounge","Come get a tour of the East Campus dorm. Hopefully you won't get attacked by vikings. Or maybe you think that sort of thing is cool. Leaving every half hour for most of the weekend.","42.36013742502741","-71.08863472938538"
"April 9, 2011",10:06:00,11:06:00,"F","Breakfast at Number Six","Delta Psi (Number Six Club), 428 Memorial Dr., Cambridge","Coffee, eggs, french toast and good company. Join the brothers and sisters of Delta Psi as we start our day. ","42.355658059712006","-71.09879493713379"
"April 9, 2011",10:30:00,11:00:00,"*P","Overview of Campus Dining and TechCASH ","Student Center (W20), 2nd Floor, Lobdell Dining Hall ","Learn about MIT's Campus Dining and TechCASH programs, presented by the Directors of Campus Dining & Enterprise Services. This session includes information about MIT House Dining Meal Plans and MIT declining balance accounts used to purchase food and other goods and services on campus. (Additional sessions Friday, 4:00 and 4:30pm and Saturday, 11:00am.)","42.35903545149308","-71.09469652175903"
"April 9, 2011",10:30:00,13:00:00,"F","Epic Mealtime Breakfast at Theta Chi ","Theta Chi, 528 Beacon St., Boston","If you don't know what epic mealtime is, look it up. Then pay us a visit. You know you want to...","42.350553","-71.090956"
"April 9, 2011",11:00:00,00:00:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 9, 2011",11:00:00,11:30:00,"*P","Overview of Campus Dining and TechCASH ","Student Center (W20), 2nd Floor, Lobdell Dining Hall ","Learn about MIT's Campus Dining and TechCASH programs, presented by the Directors of Campus Dining & Enterprise Services. This session includes information about MIT House Dining Meal Plans and MIT declining balance accounts used to purchase food and other goods and services on campus. (Additional sessions Friday, 4:00 and 4:30pm and Saturday, 10:30am.)","42.35903545149308","-71.09469652175903"
